id,title,main_picture/medium,main_picture/large,start_date,mean,media_type,status,genres/0/id,genres/0/name,genres/1/id,genres/1/name,genres/2/id,genres/2/name,genres/3/id,genres/3/name,num_episodes,start_season/year,start_season/season,average_episode_duration,rating,studios/0/id,studios/0/name,genres/4/id,genres/4/name,genres/5/id,genres/5/name,genres/6/id,genres/6/name,genres/7/id,genres/7/name,studios/1/id,studios/1/name,studios/2/id,studios/2/name,genres/8/id,genres/8/name,genres/9/id,genres/9/name
30230,Diamond no Ace: Second Season,https://api-cdn.myanimelist.net/images/anime/9/74398.jpg,https://api-cdn.myanimelist.net/images/anime/9/74398l.jpg,2015-04-06,8.32,tv,finished_airing,4,Comedy,30,Sports,23,School,27,Shounen,51,2015,spring,1440,pg_13,10,Production I.G,,,,,,,,,11,Madhouse,,,,,,
18115,Magi: The Kingdom of Magic,https://api-cdn.myanimelist.net/images/anime/13/55039.jpg,https://api-cdn.myanimelist.net/images/anime/13/55039l.jpg,2013-10-06,8.27,tv,finished_airing,1,Action,2,Adventure,16,Magic,10,Fantasy,25,2013,fall,1500,pg_13,56,A-1 Pictures,27,Shounen,,,,,,,,,,,,,,
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,https://api-cdn.myanimelist.net/images/anime/5/54231.jpg,https://api-cdn.myanimelist.net/images/anime/5/54231l.jpg,2013-10-26,8.44,movie,finished_airing,7,Mystery,40,Psychological,8,Drama,16,Magic,1,2013,fall,6960,pg_13,44,Shaft,41,Thriller,,,,,,,,,,,,,,
11917,Major: World Series,https://api-cdn.myanimelist.net/images/anime/5/75220.jpg,https://api-cdn.myanimelist.net/images/anime/5/75220l.jpg,2011-12-16,8.35,ova,finished_airing,4,Comedy,8,Drama,27,Shounen,30,Sports,2,2011,fall,1690,pg_13,118,SynergySP,,,,,,,,,,,,,,,,
205,Samurai Champloo,https://api-cdn.myanimelist.net/images/anime/11/29134.jpg,https://api-cdn.myanimelist.net/images/anime/11/29134l.jpg,2004-05-20,8.5,tv,finished_airing,1,Action,2,Adventure,4,Comedy,13,Historical,26,2004,spring,1440,r,32,Manglobe,21,Samurai,27,Shounen,,,,,,,,,,,,
32282,Shokugeki no Souma: Ni no Sara,https://api-cdn.myanimelist.net/images/anime/8/79353.jpg,https://api-cdn.myanimelist.net/images/anime/8/79353l.jpg,2016-07-02,8.19,tv,finished_airing,9,Ecchi,23,School,27,Shounen,,,13,2016,summer,1460,pg_13,7,J.C.Staff,,,,,,,,,,,,,,,,
6594,Katanagatari,https://api-cdn.myanimelist.net/images/anime/2/50023.jpg,https://api-cdn.myanimelist.net/images/anime/2/50023l.jpg,2010-01-26,8.36,tv,finished_airing,1,Action,2,Adventure,13,Historical,17,Martial Arts,12,2010,winter,3000,r,314,White Fox,22,Romance,,,,,,,,,,,,,,
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,https://api-cdn.myanimelist.net/images/anime/6/42265.jpg,https://api-cdn.myanimelist.net/images/anime/6/42265l.jpg,2012-10-13,8.39,movie,finished_airing,8,Drama,16,Magic,40,Psychological,41,Thriller,1,2012,fall,6540,pg_13,44,Shaft,,,,,,,,,,,,,,,,
7655,Major S6,https://api-cdn.myanimelist.net/images/anime/2/75216.jpg,https://api-cdn.myanimelist.net/images/anime/2/75216l.jpg,2010-04-03,8.37,tv,finished_airing,4,Comedy,8,Drama,27,Shounen,30,Sports,25,2010,spring,1440,pg_13,118,SynergySP,,,,,,,,,,,,,,,,
2246,Mononoke,https://api-cdn.myanimelist.net/images/anime/3/20713.jpg,https://api-cdn.myanimelist.net/images/anime/3/20713l.jpg,2007-07-13,8.43,tv,finished_airing,7,Mystery,13,Historical,14,Horror,6,Demons,12,2007,summer,1360,r,18,Toei Animation,40,Psychological,37,Supernatural,10,Fantasy,42,Seinen,,,,,,,,
25835,Shirobako,https://api-cdn.myanimelist.net/images/anime/1918/93511.jpg,https://api-cdn.myanimelist.net/images/anime/1918/93511l.jpg,2014-10-09,8.35,tv,finished_airing,4,Comedy,8,Drama,,,,,24,2014,fall,1482,pg_13,132,P.A. Works,,,,,,,,,,,,,,,,
2921,Ashita no Joe 2,https://api-cdn.myanimelist.net/images/anime/3/45028.jpg,https://api-cdn.myanimelist.net/images/anime/3/45028l.jpg,1980-10-13,8.66,tv,finished_airing,1,Action,8,Drama,27,Shounen,36,Slice of Life,47,1980,fall,1477,pg_13,65,Tokyo Movie Shinsha,30,Sports,,,,,,,,,,,,,,
136,Hunter x Hunter,https://api-cdn.myanimelist.net/images/anime/8/19473.jpg,https://api-cdn.myanimelist.net/images/anime/8/19473l.jpg,1999-10-16,8.41,tv,finished_airing,1,Action,2,Adventure,31,Super Power,10,Fantasy,62,1999,fall,1380,pg_13,22,Nippon Animation,27,Shounen,,,,,,,,,,,,,,
30503,Noragami Aragoto,https://api-cdn.myanimelist.net/images/anime/1689/94850.jpg,https://api-cdn.myanimelist.net/images/anime/1689/94850l.jpg,2015-10-03,8.21,tv,finished_airing,1,Action,2,Adventure,4,Comedy,37,Supernatural,13,2015,fall,1450,pg_13,4,Bones,27,Shounen,,,,,,,,,,,,,,
12531,Sakamichi no Apollon,https://api-cdn.myanimelist.net/images/anime/12/79781.jpg,https://api-cdn.myanimelist.net/images/anime/12/79781l.jpg,2012-04-13,8.35,tv,finished_airing,8,Drama,43,Josei,19,Music,22,Romance,12,2012,spring,1375,pg_13,200,Tezuka Productions,23,School,,,,,,,569,MAPPA,,,,,,
523,Tonari no Totoro,https://api-cdn.myanimelist.net/images/anime/4/75923.jpg,https://api-cdn.myanimelist.net/images/anime/4/75923l.jpg,1988-04-16,8.3,movie,finished_airing,2,Adventure,4,Comedy,37,Supernatural,,,1,1988,spring,5160,g,21,Studio Ghibli,,,,,,,,,,,,,,,,
467,Koukaku Kidoutai: Stand Alone Complex,https://api-cdn.myanimelist.net/images/anime/11/50857.jpg,https://api-cdn.myanimelist.net/images/anime/11/50857l.jpg,2002-10-01,8.45,tv,finished_airing,1,Action,38,Military,24,Sci-Fi,39,Police,26,2002,fall,1500,r,10,Production I.G,18,Mecha,42,Seinen,,,,,,,,,,,,
572,Kaze no Tani no Nausicaä,https://api-cdn.myanimelist.net/images/anime/10/75914.jpg,https://api-cdn.myanimelist.net/images/anime/10/75914l.jpg,1984-03-11,8.4,movie,finished_airing,2,Adventure,10,Fantasy,,,,,1,1984,winter,7020,pg_13,363,Topcraft,,,,,,,,,,,,,,,,
19815,No Game No Life,https://api-cdn.myanimelist.net/images/anime/1074/111944.jpg,https://api-cdn.myanimelist.net/images/anime/1074/111944l.jpg,2014-04-09,8.19,tv,finished_airing,11,Game,2,Adventure,4,Comedy,37,Supernatural,12,2014,spring,1380,pg_13,11,Madhouse,9,Ecchi,10,Fantasy,,,,,,,,,,,,
2559,Romeo no Aoi Sora,https://api-cdn.myanimelist.net/images/anime/4/17979.jpg,https://api-cdn.myanimelist.net/images/anime/4/17979l.jpg,1995-01-15,8.35,tv,finished_airing,2,Adventure,8,Drama,13,Historical,36,Slice of Life,33,1995,winter,1410,pg_13,22,Nippon Animation,,,,,,,,,,,,,,,,
392,Yuu☆Yuu☆Hakusho,https://api-cdn.myanimelist.net/images/anime/1228/111372.jpg,https://api-cdn.myanimelist.net/images/anime/1228/111372l.jpg,1992-10-10,8.45,tv,finished_airing,1,Action,4,Comedy,6,Demons,37,Supernatural,112,1992,fall,1440,pg_13,1,Studio Pierrot,17,Martial Arts,27,Shounen,,,,,,,,,,,,
486,Kino no Tabi: The Beautiful World,https://api-cdn.myanimelist.net/images/anime/1763/95397.jpg,https://api-cdn.myanimelist.net/images/anime/1763/95397l.jpg,2003-04-08,8.33,tv,finished_airing,1,Action,2,Adventure,40,Psychological,36,Slice of Life,13,2003,spring,1460,r,179,A.C.G.T.,,,,,,,,,,,,,,,,
11771,Kuroko no Basket,https://api-cdn.myanimelist.net/images/anime/11/50453.jpg,https://api-cdn.myanimelist.net/images/anime/11/50453l.jpg,2012-04-08,8.14,tv,finished_airing,4,Comedy,23,School,27,Shounen,30,Sports,25,2012,spring,1450,pg_13,10,Production I.G,,,,,,,,,,,,,,,,
1698,Nodame Cantabile,https://api-cdn.myanimelist.net/images/anime/9/11986.jpg,https://api-cdn.myanimelist.net/images/anime/9/11986l.jpg,2007-01-12,8.32,tv,finished_airing,19,Music,36,Slice of Life,4,Comedy,8,Drama,23,2007,winter,1350,pg_13,7,J.C.Staff,22,Romance,43,Josei,,,,,,,,,,,,
5341,Ookami to Koushinryou II,https://api-cdn.myanimelist.net/images/anime/6/59399.jpg,https://api-cdn.myanimelist.net/images/anime/6/59399l.jpg,2009-07-09,8.36,tv,finished_airing,2,Adventure,13,Historical,22,Romance,10,Fantasy,12,2009,summer,1440,pg_13,112,Brain's Base,,,,,,,,,553,Marvy Jack,,,,,,
25781,Shingeki no Kyojin: Kuinaki Sentaku,https://api-cdn.myanimelist.net/images/anime/8/69497.jpg,https://api-cdn.myanimelist.net/images/anime/8/69497l.jpg,2014-12-09,8.39,ova,finished_airing,1,Action,10,Fantasy,25,Shoujo,,,2,2014,fall,1620,r,858,Wit Studio,,,,,,,,,,,,,,,,
10863,Steins;Gate: Oukoubakko no Poriomania,https://api-cdn.myanimelist.net/images/anime/7/36531.jpg,https://api-cdn.myanimelist.net/images/anime/7/36531l.jpg,2012-02-22,8.34,special,finished_airing,24,Sci-Fi,4,Comedy,41,Thriller,,,1,2012,winter,1480,pg_13,314,White Fox,,,,,,,,,,,,,,,,
28701,Fate/stay night: Unlimited Blade Works 2nd Season,https://api-cdn.myanimelist.net/images/anime/11/72863.jpg,https://api-cdn.myanimelist.net/images/anime/11/72863l.jpg,2015-04-05,8.33,tv,finished_airing,1,Action,10,Fantasy,16,Magic,37,Supernatural,13,2015,spring,1420,r,43,ufotable,,,,,,,,,,,,,,,,
5420,Kemono no Souja Erin,https://api-cdn.myanimelist.net/images/anime/9/19845.jpg,https://api-cdn.myanimelist.net/images/anime/9/19845l.jpg,2009-01-10,8.35,tv,finished_airing,8,Drama,10,Fantasy,36,Slice of Life,,,50,2009,winter,1500,pg_13,10,Production I.G,,,,,,,,,80,Trans Arts,,,,,,
9260,Kizumonogatari I: Tekketsu-hen,https://api-cdn.myanimelist.net/images/anime/11/80621.jpg,https://api-cdn.myanimelist.net/images/anime/11/80621l.jpg,2016-01-08,8.4,movie,finished_airing,32,Vampire,,,,,,,1,2016,winter,3840,r,44,Shaft,,,,,,,,,,,,,,,,
32,Neon Genesis Evangelion: The End of Evangelion,https://api-cdn.myanimelist.net/images/anime/1404/98182.jpg,https://api-cdn.myanimelist.net/images/anime/1404/98182l.jpg,1997-07-19,8.52,movie,finished_airing,24,Sci-Fi,5,Dementia,40,Psychological,8,Drama,1,1997,summer,5220,r+,6,Gainax,18,Mecha,,,,,,,10,Production I.G,,,,,,
4224,Toradora!,https://api-cdn.myanimelist.net/images/anime/13/22128.jpg,https://api-cdn.myanimelist.net/images/anime/13/22128l.jpg,2008-10-02,8.22,tv,finished_airing,36,Slice of Life,4,Comedy,22,Romance,23,School,25,2008,fall,1440,pg_13,7,J.C.Staff,,,,,,,,,,,,,,,,
2236,Toki wo Kakeru Shoujo,https://api-cdn.myanimelist.net/images/anime/1/2432.jpg,https://api-cdn.myanimelist.net/images/anime/1/2432l.jpg,2006-07-15,8.19,movie,finished_airing,2,Adventure,8,Drama,22,Romance,24,Sci-Fi,1,2006,summer,5900,g,11,Madhouse,,,,,,,,,,,,,,,,
2685,Tsubasa: Tokyo Revelations,https://api-cdn.myanimelist.net/images/anime/4/49129.jpg,https://api-cdn.myanimelist.net/images/anime/4/49129l.jpg,2007-11-16,8.31,ova,finished_airing,1,Action,2,Adventure,8,Drama,22,Romance,3,2007,fall,1800,r,10,Production I.G,10,Fantasy,27,Shounen,,,,,,,,,,,,
31181,Owarimonogatari,https://api-cdn.myanimelist.net/images/anime/8/76479.jpg,https://api-cdn.myanimelist.net/images/anime/8/76479l.jpg,2015-10-04,8.46,tv,finished_airing,7,Mystery,4,Comedy,37,Supernatural,32,Vampire,12,2015,fall,1580,r,44,Shaft,,,,,,,,,,,,,,,,
45,Rurouni Kenshin: Meiji Kenkaku Romantan,https://api-cdn.myanimelist.net/images/anime/7/6803.jpg,https://api-cdn.myanimelist.net/images/anime/7/6803l.jpg,1996-01-10,8.31,tv,finished_airing,1,Action,2,Adventure,4,Comedy,13,Historical,94,1996,winter,1500,pg_13,36,Gallop,22,Romance,21,Samurai,27,Shounen,,,37,Studio Deen,,,,,,
2418,Stranger: Mukou Hadan,https://api-cdn.myanimelist.net/images/anime/9/87066.jpg,https://api-cdn.myanimelist.net/images/anime/9/87066l.jpg,2007-09-29,8.31,movie,finished_airing,1,Action,2,Adventure,13,Historical,21,Samurai,1,2007,summer,6180,r,4,Bones,,,,,,,,,,,,,,,,
1365,Detective Conan Movie 06: The Phantom of Baker Street,https://api-cdn.myanimelist.net/images/anime/1400/94320.jpg,https://api-cdn.myanimelist.net/images/anime/1400/94320l.jpg,2002-04-20,8.31,movie,finished_airing,2,Adventure,7,Mystery,39,Police,27,Shounen,1,2002,spring,6445,pg_13,73,TMS Entertainment,,,,,,,,,,,,,,,,
22297,Fate/stay night: Unlimited Blade Works,https://api-cdn.myanimelist.net/images/anime/12/67333.jpg,https://api-cdn.myanimelist.net/images/anime/12/67333l.jpg,2014-10-12,8.22,tv,finished_airing,1,Action,37,Supernatural,16,Magic,10,Fantasy,12,2014,fall,1680,r,43,ufotable,,,,,,,,,,,,,,,,
627,Major S1,https://api-cdn.myanimelist.net/images/anime/13/73973.jpg,https://api-cdn.myanimelist.net/images/anime/13/73973l.jpg,2004-11-13,8.27,tv,finished_airing,4,Comedy,30,Sports,8,Drama,27,Shounen,26,2004,fall,1500,pg_13,101,Studio Hibari,,,,,,,,,,,,,,,,
10937,Mobile Suit Gundam: The Origin,https://api-cdn.myanimelist.net/images/anime/4/72702.jpg,https://api-cdn.myanimelist.net/images/anime/4/72702l.jpg,2015-02-28,8.35,ova,finished_airing,1,Action,18,Mecha,38,Military,24,Sci-Fi,6,2015,winter,4268,r+,14,Sunrise,27,Shounen,29,Space,,,,,,,,,,,,
23755,Nanatsu no Taizai,https://api-cdn.myanimelist.net/images/anime/8/65409.jpg,https://api-cdn.myanimelist.net/images/anime/8/65409l.jpg,2014-10-05,7.87,tv,finished_airing,1,Action,2,Adventure,9,Ecchi,10,Fantasy,24,2014,fall,1470,pg_13,56,A-1 Pictures,16,Magic,27,Shounen,37,Supernatural,,,,,,,,,,
4081,Natsume Yuujinchou,https://api-cdn.myanimelist.net/images/anime/1681/108439.jpg,https://api-cdn.myanimelist.net/images/anime/1681/108439l.jpg,2008-07-08,8.33,tv,finished_airing,36,Slice of Life,6,Demons,37,Supernatural,8,Drama,13,2008,summer,1440,pg_13,112,Brain's Base,25,Shoujo,,,,,,,,,,,,,,
4155,One Piece Film: Strong World,https://api-cdn.myanimelist.net/images/anime/12/75894.jpg,https://api-cdn.myanimelist.net/images/anime/12/75894l.jpg,2009-12-12,8.17,movie,finished_airing,1,Action,2,Adventure,4,Comedy,8,Drama,1,2009,fall,6938,pg_13,18,Toei Animation,10,Fantasy,27,Shounen,,,,,,,,,,,,
1889,Higurashi no Naku Koro ni Kai,https://api-cdn.myanimelist.net/images/anime/12/14114.jpg,https://api-cdn.myanimelist.net/images/anime/12/14114l.jpg,2007-07-06,8.22,tv,finished_airing,7,Mystery,40,Psychological,37,Supernatural,41,Thriller,24,2007,summer,1470,r,37,Studio Deen,,,,,,,,,,,,,,,,
137,Hunter x Hunter: Original Video Animation,https://api-cdn.myanimelist.net/images/anime/1/137.jpg,https://api-cdn.myanimelist.net/images/anime/1/137l.jpg,2002-01-17,8.33,ova,finished_airing,1,Action,2,Adventure,31,Super Power,27,Shounen,8,2002,winter,1440,pg_13,22,Nippon Animation,,,,,,,,,,,,,,,,
139,Hunter x Hunter: Greed Island Final,https://api-cdn.myanimelist.net/images/anime/1/139.jpg,https://api-cdn.myanimelist.net/images/anime/1/139l.jpg,2004-03-03,8.28,ova,finished_airing,1,Action,2,Adventure,31,Super Power,10,Fantasy,14,2004,winter,1440,pg_13,22,Nippon Animation,27,Shounen,,,,,,,,,,,,,,
23317,Kuroshitsuji: Book of Murder,https://api-cdn.myanimelist.net/images/anime/12/74392.jpg,https://api-cdn.myanimelist.net/images/anime/12/74392l.jpg,2015-01-28,8.11,ova,finished_airing,1,Action,7,Mystery,4,Comedy,13,Historical,2,2015,winter,3491,r,56,A-1 Pictures,6,Demons,37,Supernatural,27,Shounen,,,,,,,,,,
558,Major S2,https://api-cdn.myanimelist.net/images/anime/6/73972.jpg,https://api-cdn.myanimelist.net/images/anime/6/73972l.jpg,2005-12-10,8.24,tv,finished_airing,4,Comedy,8,Drama,27,Shounen,30,Sports,26,2006,winter,1500,pg_13,101,Studio Hibari,,,,,,,,,,,,,,,,
5040,One Outs,https://api-cdn.myanimelist.net/images/anime/7/21065.jpg,https://api-cdn.myanimelist.net/images/anime/7/21065l.jpg,2008-10-08,8.35,tv,finished_airing,30,Sports,40,Psychological,42,Seinen,,,25,2008,fall,1380,pg_13,11,Madhouse,,,,,,,,,,,,,,,,
57,Beck,https://api-cdn.myanimelist.net/images/anime/11/11636.jpg,https://api-cdn.myanimelist.net/images/anime/11/11636l.jpg,2004-10-07,8.31,tv,finished_airing,4,Comedy,8,Drama,19,Music,27,Shounen,26,2004,fall,1500,r,11,Madhouse,36,Slice of Life,,,,,,,,,,,,,,
33,Kenpuu Denki Berserk,https://api-cdn.myanimelist.net/images/anime/12/18520.jpg,https://api-cdn.myanimelist.net/images/anime/12/18520l.jpg,1997-10-08,8.49,tv,finished_airing,1,Action,2,Adventure,6,Demons,8,Drama,25,1997,fall,1500,r+,28,OLM,10,Fantasy,14,Horror,38,Military,22,Romance,,,,,42,Seinen,37,Supernatural
5,Cowboy Bebop: Tengoku no Tobira,https://api-cdn.myanimelist.net/images/anime/1439/93480.jpg,https://api-cdn.myanimelist.net/images/anime/1439/93480l.jpg,2001-09-01,8.39,movie,finished_airing,1,Action,8,Drama,7,Mystery,24,Sci-Fi,1,2001,summer,6911,r,4,Bones,29,Space,,,,,,,,,,,,,,
1842,Major S3,https://api-cdn.myanimelist.net/images/anime/9/73971.jpg,https://api-cdn.myanimelist.net/images/anime/9/73971l.jpg,2007-01-06,8.27,tv,finished_airing,8,Drama,27,Shounen,30,Sports,,,26,2007,winter,1500,pg_13,101,Studio Hibari,,,,,,,,,,,,,,,,
6336,Mobile Suit Gundam Unicorn,https://api-cdn.myanimelist.net/images/anime/12/50459.jpg,https://api-cdn.myanimelist.net/images/anime/12/50459l.jpg,2010-03-12,8.15,ova,finished_airing,1,Action,38,Military,24,Sci-Fi,29,Space,7,2010,winter,3770,pg_13,14,Sunrise,8,Drama,18,Mecha,,,,,,,,,,,,
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,https://api-cdn.myanimelist.net/images/anime/11/79742.jpg,https://api-cdn.myanimelist.net/images/anime/11/79742l.jpg,2014-02-01,8.35,ova,finished_airing,36,Slice of Life,6,Demons,37,Supernatural,8,Drama,1,2014,winter,1385,pg_13,112,Brain's Base,25,Shoujo,,,,,,,,,,,,,,
1210,NHK ni Youkoso!,https://api-cdn.myanimelist.net/images/anime/3/52675.jpg,https://api-cdn.myanimelist.net/images/anime/3/52675l.jpg,2006-07-10,8.33,tv,finished_airing,4,Comedy,40,Psychological,8,Drama,22,Romance,24,2006,summer,1440,r+,3,Gonzo,,,,,,,,,,,,,,,,
338,Versailles no Bara,https://api-cdn.myanimelist.net/images/anime/9/57043.jpg,https://api-cdn.myanimelist.net/images/anime/9/57043l.jpg,1979-10-10,8.34,tv,finished_airing,38,Military,13,Historical,8,Drama,22,Romance,40,1979,fall,1465,pg_13,65,Tokyo Movie Shinsha,25,Shoujo,,,,,,,,,,,,,,
13759,Sakura-sou no Pet na Kanojo,https://api-cdn.myanimelist.net/images/anime/4/43643.jpg,https://api-cdn.myanimelist.net/images/anime/4/43643l.jpg,2012-10-09,8.18,tv,finished_airing,36,Slice of Life,4,Comedy,8,Drama,22,Romance,24,2012,fall,1420,pg_13,7,J.C.Staff,23,School,,,,,,,,,,,,,,
6547,Angel Beats!,https://api-cdn.myanimelist.net/images/anime/10/22061.jpg,https://api-cdn.myanimelist.net/images/anime/10/22061l.jpg,2010-04-03,8.14,tv,finished_airing,1,Action,4,Comedy,8,Drama,23,School,13,2010,spring,1470,pg_13,132,P.A. Works,37,Supernatural,,,,,,,,,,,,,,
5081,Bakemonogatari,https://api-cdn.myanimelist.net/images/anime/11/75274.jpg,https://api-cdn.myanimelist.net/images/anime/11/75274l.jpg,2009-07-03,8.36,tv,finished_airing,22,Romance,37,Supernatural,7,Mystery,32,Vampire,15,2009,summer,1470,r,44,Shaft,,,,,,,,,,,,,,,,
32867,Bungou Stray Dogs 2nd Season,https://api-cdn.myanimelist.net/images/anime/5/88585.jpg,https://api-cdn.myanimelist.net/images/anime/5/88585l.jpg,2016-10-06,8.2,tv,finished_airing,1,Action,7,Mystery,31,Super Power,37,Supernatural,12,2016,fall,1420,r,4,Bones,42,Seinen,,,,,,,,,,,,,,
264,Hajime no Ippo: Champion Road,https://api-cdn.myanimelist.net/images/anime/9/2361.jpg,https://api-cdn.myanimelist.net/images/anime/9/2361l.jpg,2003-04-18,8.29,special,finished_airing,4,Comedy,27,Shounen,30,Sports,,,1,2003,spring,5400,pg_13,11,Madhouse,,,,,,,,,,,,,,,,
12859,One Piece Film: Z,https://api-cdn.myanimelist.net/images/anime/6/44297.jpg,https://api-cdn.myanimelist.net/images/anime/6/44297l.jpg,2012-12-15,8.18,movie,finished_airing,1,Action,2,Adventure,4,Comedy,8,Drama,1,2012,fall,6420,pg_13,18,Toei Animation,10,Fantasy,27,Shounen,,,,,,,,,,,,
853,Ouran Koukou Host Club,https://api-cdn.myanimelist.net/images/anime/2/71992.jpg,https://api-cdn.myanimelist.net/images/anime/2/71992l.jpg,2006-04-05,8.19,tv,finished_airing,4,Comedy,35,Harem,22,Romance,23,School,26,2006,spring,1401,pg_13,4,Bones,25,Shoujo,,,,,,,,,,,,,,
5460,Detective Conan Movie 13: The Raven Chaser,https://api-cdn.myanimelist.net/images/anime/2/22558.jpg,https://api-cdn.myanimelist.net/images/anime/2/22558l.jpg,2009-04-18,8.23,movie,finished_airing,1,Action,39,Police,7,Mystery,27,Shounen,1,2009,spring,6660,pg_13,65,Tokyo Movie Shinsha,,,,,,,,,,,,,,,,
6746,Durarara!!,https://api-cdn.myanimelist.net/images/anime/10/71772.jpg,https://api-cdn.myanimelist.net/images/anime/10/71772l.jpg,2010-01-08,8.17,tv,finished_airing,1,Action,7,Mystery,37,Supernatural,,,24,2010,winter,1470,r,112,Brain's Base,,,,,,,,,,,,,,,,
5690,Nodame Cantabile: Finale,https://api-cdn.myanimelist.net/images/anime/4/20712.jpg,https://api-cdn.myanimelist.net/images/anime/4/20712l.jpg,2010-01-15,8.27,tv,finished_airing,4,Comedy,43,Josei,19,Music,22,Romance,11,2010,winter,1374,pg_13,7,J.C.Staff,,,,,,,,,,,,,,,,
329,Planetes,https://api-cdn.myanimelist.net/images/anime/8/50463.jpg,https://api-cdn.myanimelist.net/images/anime/8/50463l.jpg,2003-10-04,8.31,tv,finished_airing,8,Drama,22,Romance,24,Sci-Fi,42,Seinen,26,2003,fall,1500,pg_13,14,Sunrise,29,Space,,,,,,,,,,,,,,
34240,Shelter,https://api-cdn.myanimelist.net/images/anime/5/82388.jpg,https://api-cdn.myanimelist.net/images/anime/5/82388l.jpg,2016-10-18,8.33,music,finished_airing,24,Sci-Fi,19,Music,,,,,1,2016,fall,366,g,56,A-1 Pictures,,,,,,,,,,,,,,,,
513,Tenkuu no Shiro Laputa,https://api-cdn.myanimelist.net/images/anime/5/37799.jpg,https://api-cdn.myanimelist.net/images/anime/5/37799l.jpg,1986-08-02,8.3,movie,finished_airing,2,Adventure,10,Fantasy,22,Romance,24,Sci-Fi,1,1986,summer,7500,pg,21,Studio Ghibli,,,,,,,,,,,,,,,,
6945,Gintama: Shiroyasha Koutan,https://api-cdn.myanimelist.net/images/anime/6/16161.jpg,https://api-cdn.myanimelist.net/images/anime/6/16161l.jpg,2008-09-21,8.34,special,finished_airing,1,Action,24,Sci-Fi,4,Comedy,13,Historical,1,2008,summer,600,pg_13,14,Sunrise,20,Parody,,,,,,,,,,,,,,
1142,Hachimitsu to Clover II,https://api-cdn.myanimelist.net/images/anime/6/11040.jpg,https://api-cdn.myanimelist.net/images/anime/6/11040l.jpg,2006-06-30,8.25,tv,finished_airing,8,Drama,43,Josei,22,Romance,36,Slice of Life,12,2006,summer,1380,pg_13,7,J.C.Staff,,,,,,,,,,,,,,,,
6811,InuYasha: Kanketsu-hen,https://api-cdn.myanimelist.net/images/anime/7/75570.jpg,https://api-cdn.myanimelist.net/images/anime/7/75570l.jpg,2009-10-04,8.22,tv,finished_airing,1,Action,2,Adventure,4,Comedy,13,Historical,26,2009,fall,1440,pg_13,14,Sunrise,6,Demons,37,Supernatural,16,Magic,22,Romance,,,,,10,Fantasy,27,Shounen
16664,Kaguya-hime no Monogatari,https://api-cdn.myanimelist.net/images/anime/1935/93606.jpg,https://api-cdn.myanimelist.net/images/anime/1935/93606l.jpg,2013-11-23,8.22,movie,finished_airing,10,Fantasy,13,Historical,,,,,1,2013,fall,8220,g,21,Studio Ghibli,,,,,,,,,,,,,,,,
1604,Katekyo Hitman Reborn!,https://api-cdn.myanimelist.net/images/anime/13/80000.jpg,https://api-cdn.myanimelist.net/images/anime/13/80000l.jpg,2006-10-07,8.17,tv,finished_airing,1,Action,4,Comedy,27,Shounen,31,Super Power,203,2006,fall,1440,pg_13,8,Artland,,,,,,,,,,,,,,,,
22145,Kuroshitsuji: Book of Circus,https://api-cdn.myanimelist.net/images/anime/6/64811.jpg,https://api-cdn.myanimelist.net/images/anime/6/64811l.jpg,2014-07-11,8.12,tv,finished_airing,1,Action,7,Mystery,4,Comedy,13,Historical,10,2014,summer,1440,r,56,A-1 Pictures,6,Demons,37,Supernatural,27,Shounen,,,,,,,,,,
2966,Ookami to Koushinryou,https://api-cdn.myanimelist.net/images/anime/5/59401.jpg,https://api-cdn.myanimelist.net/images/anime/5/59401l.jpg,2008-01-09,8.27,tv,finished_airing,2,Adventure,10,Fantasy,13,Historical,22,Romance,13,2008,winter,1440,pg_13,75,Imagin,,,,,,,,,,,,,,,,
31964,Boku no Hero Academia,https://api-cdn.myanimelist.net/images/anime/10/78745.jpg,https://api-cdn.myanimelist.net/images/anime/10/78745l.jpg,2016-04-03,8.08,tv,finished_airing,1,Action,4,Comedy,23,School,27,Shounen,13,2016,spring,1470,pg_13,4,Bones,31,Super Power,,,,,,,,,,,,,,
19363,Gin no Saji 2nd Season,https://api-cdn.myanimelist.net/images/anime/8/57995.jpg,https://api-cdn.myanimelist.net/images/anime/8/57995l.jpg,2014-01-10,8.29,tv,finished_airing,4,Comedy,23,School,27,Shounen,36,Slice of Life,11,2014,winter,1440,pg_13,56,A-1 Pictures,,,,,,,,,,,,,,,,
18195,Little Busters!: Refrain,https://api-cdn.myanimelist.net/images/anime/10/55049.jpg,https://api-cdn.myanimelist.net/images/anime/10/55049l.jpg,2013-10-05,8.23,tv,finished_airing,36,Slice of Life,4,Comedy,37,Supernatural,8,Drama,13,2013,fall,1440,pg_13,7,J.C.Staff,22,Romance,23,School,,,,,,,,,,,,
